cbsa_fips,cbsa,no_hs_diploma,bachelors_plus,total_bach,total_mast,total_prof,total_doct,total_nohs,total_degr,total_ov25
36100,"Ocala, FL",0.21803330359480091,0.13690053262245774,16126,5966,2638,896,40813,25626,187187
36140,"Ocean City, NJ",0.181261834847279,0.22020362798100937,11288,3062,1314,384,13210,16048,72878
36220,"Odessa, TX",0.32036345392719773,0.12000390211271532,6183,1631,618,179,22988,8611,71756
36260,"Ogden-Clearfield, UT",0.11176066155383102,0.24167075009781241,45688,12690,3506,1738,29422,63622,263259
36420,"Oklahoma City, OK",0.1645888094506056,0.24161892430652687,110172,37939,13025,6253,114024,167389,692781
36500,"Olympia-Tumwater, WA",0.1049555591586457,0.2984169332134487,25421,10650,3031,1389,14241,40491,135686
36540,"Omaha-Council Bluffs, NE-IA",0.12189131672069486,0.27095963970206133,91260,26750,9713,3674,59109,131397,484932
36740,"Orlando-Kissimmee-Sanford, FL",0.17230428169554848,0.24801845138329998,185614,55940,19866,7307,186691,268727,1083496
36780,"Oshkosh-Neenah, WI",0.13716801028735348,0.2277857460804194,16462,4393,1315,858,13867,23028,101095
36980,"Owensboro, KY",0.2046892600369912,0.15565506403927185,7117,3003,804,269,14719,11193,71909
37100,"Oxnard-Thousand Oaks-Ventura, CA",0.19898422065644103,0.2694952475432215,82179,28845,10794,5318,93872,127136,471756
37340,"Palm Bay-Melbourne-Titusville, FL",0.13662292707910212,0.23553444124590125,51616,20995,4889,2520,46416,80020,339738
37460,"Panama City, FL",0.19696609270068985,0.1701952460246299,11645,4808,1498,651,21528,18602,109298
37620,"Parkersburg-Vienna, WV",0.1916430748286691,0.14911588620225552,6131,2425,847,236,12388,9639,64641
37860,"Pensacola-Ferry Pass-Brent, FL",0.16958219474682315,0.2152861771864594,37565,13681,4379,2045,45427,57670,267876
37900,"Peoria, IL",0.15336402324926726,0.2075129576578516,33800,10933,3847,1546,37046,50126,241556
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.1757732895679415,0.27730436549091725,644137,251402,93197,48704,657596,1037440,3741160
38060,"Phoenix-Mesa-Scottsdale, AZ",0.18066861760056552,0.25075131726985445,341279,118857,38381,16541,371104,515058,2054059
38220,"Pine Bluff, AR",0.26693402025642526,0.14090217200398103,6725,1869,686,347,18238,9627,68324
38300,"Pittsburgh, PA",0.15091996939339408,0.23437964944100434,252164,95028,33764,16025,255621,396981,1693752
38340,"Pittsfield, MA",0.14946592528310781,0.2595485274108358,13964,7186,1856,1220,13951,24226,93339
38540,"Pocatello, ID",0.12454660968002772,0.2494859651149359,7106,2197,844,652,5391,10799,43285
38860,"Portland-South Portland, ME",0.11404776860447992,0.29218973999861747,63138,23710,7459,2913,37947,97220,332729
38900,"Portland-Vancouver-Hillsboro, OR-WA",0.127868529863815,0.2877849287970603,241802,82401,26403,12081,161149,362687,1260271
38940,"Port St. Lucie, FL",0.19168366142154863,0.19738960565012986,30289,9937,4225,1524,44646,45975,232915
39140,"Prescott, AZ",0.1528492884057127,0.21131563843856832,15685,6584,2021,1115,18376,25405,120223
39300,"Providence-Warwick, RI-MA",0.23660635384577378,0.23653888913171964,158263,63935,18209,8527,249005,248934,1052402
39340,"Provo-Orem, UT",0.09329150296135577,0.3097109013076878,36261,10679,2751,3124,15909,52815,170530
39380,"Pueblo, CO",0.1867832319721981,0.18339487402258906,10974,4122,1272,519,17199,16887,92080
39460,"Punta Gorda, FL",0.17851615356722766,0.17577451335886302,12336,4748,2047,744,20185,19875,113071
39540,"Racine, WI",0.1709274575827912,0.20267906763869364,17082,5836,1270,611,20914,24799,122356
39580,"Raleigh, NC",0.13724340858979533,0.37641882239681995,132324,42950,9887,8776,70710,193937,515216
39660,"Rapid City, SD",0.12145791915175613,0.23346587143803843,12112,3716,1234,553,9164,17615,75450
39740,"Reading, PA",0.21960187090137584,0.18488411341134114,29954,10559,4152,1346,54651,46011,248864
39820,"Redding, CA",0.16735028712059064,0.16600790513833993,12118,3179,1952,559,17952,17808,107272
39900,"Reno, NV",0.16027935127040652,0.23653939574911867,35419,11233,4245,2177,35963,53074,224377
40060,"Richmond, VA",0.18145946999220577,0.2819076383476228,131061,44573,14684,6440,126650,196758,697952
40140,"Riverside-San Bernardino-Ontario, CA",0.25429467143438456,0.16269342368585998,202560,70967,27577,11153,488067,312257,1919297
40220,"Roanoke, VA",0.20592824488173325,0.209943351222421,27958,8946,4089,1256,41441,42249,201240
40340,"Rochester, MN",0.11061210494183372,0.2866748626339162,21882,6973,4054,1369,13226,34278,119571
40380,"Rochester, NY",0.15748012126210995,0.27527367179643014,112935,56826,12782,7689,108829,190232,691065
40420,"Rockford, IL",0.18654985952353462,0.1876082438517492,25687,9293,3463,554,38777,38997,207864
40580,"Rocky Mount, NC",0.28193416961509593,0.1388442157178085,9341,2356,824,429,26296,12950,93270
40660,"Rome, GA",0.2853489284070178,0.1580024211010895,5849,2016,1022,380,16736,9267,58651
40900,"Sacramento--Roseville--Arden-Arcade, CA",0.15444149699825876,0.26545455503367904,200004,64400,25743,12163,175884,302310,1138839
40980,"Saginaw, MI",0.18421870146008076,0.15901122797674522,14217,4905,1799,577,24906,21498,135198
41060,"St. Cloud, MN",0.1404056638320381,0.20963705903893884,14194,3946,1446,1023,13803,20609,98308
41100,"St. George, UT",0.1242621812430076,0.20963697388218047,7222,2308,891,447,6442,10868,51842
41140,"St. Joseph, MO-KS",0.18635578151218413,0.16354028400410728,8939,2890,856,375,14882,13060,79858
41180,"St. Louis, MO-IL",0.1671094815218128,0.24973896322741385,276850,111261,32082,14636,290960,434829,1741134
41420,"Salem, OR",0.19588094360486547,0.20799391817176557,29609,10510,3469,1555,42514,45143,217040
41500,"Salinas, CA",0.3156581793157688,0.22504178136059771,33641,13485,5222,2591,77061,54939,244128
41540,"Salisbury, MD-DE",0.22157430325404484,0.18351489048304923,24693,10020,3177,1480,47535,39370,214533
41620,"Salt Lake City, UT",0.13217872572735573,0.2693668169539067,95819,29870,10979,6421,70214,143089,531205
41660,"San Angelo, TX",0.23702569338097668,0.19541510046869925,9143,2415,689,386,15323,12633,64647
41700,"San Antonio-New Braunfels, TX",0.22870439640145976,0.22073907545314037,148951,56652,19377,7528,240898,232508,1053316
41740,"San Diego-Carlsbad, CA",0.1741635919376404,0.29521402426061294,330993,119508,45741,27269,308849,523511,1773327
41860,"San Francisco-Oakland-Hayward, CA",0.15810274044001332,0.3880183536020155,692086,263325,95463,54645,450457,1105519,2849141
41940,"San Jose-Sunnyvale-Santa Clara, CA",0.16835552868211093,0.3983628946078453,271222,130227,26029,28432,192676,455910,1144459
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0.14424985552400815,0.2670104776501922,27648,9240,3622,1997,22964,42507,159196
42100,"Santa Cruz-Watsonville, CA",0.16778283504748515,0.3418202534560816,35802,13357,4267,2974,27684,56400,164999
42140,"Santa Fe, NM",0.1551155115511551,0.369215887105952,17840,9163,3031,2409,13630,32443,87870
42200,"Santa Maria-Santa Barbara, CA",0.20759618853073616,0.294233754443134,44453,17826,5849,4468,51220,72596,246729
42220,"Santa Rosa, CA",0.1508233191111807,0.2853988074268342,57711,18696,7706,3380,46237,87493,306564
42340,"Savannah, GA",0.2006518771146883,0.23156747305880385,28620,9111,3568,1613,37183,42912,185311
42540,"Scranton--Wilkes-Barre--Hazleton, PA",0.18458615928042296,0.17536257314402984,43790,16590,6817,1761,72585,68958,393231
42660,"Seattle-Tacoma-Bellevue, WA",0.10687576036848112,0.32726952358985983,445242,145024,47121,23829,215932,661216,2020402
42680,"Sebastian-Vero Beach, FL",0.18444121091670512,0.2310749902402669,12833,4153,1787,760,15591,19533,84531
42700,"Sebring, FL",0.2548435171385991,0.13577212039270514,5429,2088,1012,308,16587,8837,65087
43100,"Sheboygan, WI",0.15564437172248227,0.1791284988130524,9569,2668,848,271,11605,13356,74561
43300,"Sherman-Denison, TX",0.19767345472631317,0.17241855709983145,8144,2969,890,477,14308,12480,72382
43340,"Shreveport-Bossier City, LA",0.21661939080411888,0.1852961337307283,32312,11168,4076,1372,57199,48928,264053
43420,"Sierra Vista-Douglas, AZ",0.20538707208277246,0.1880196373426241,9390,3723,777,357,15563,14247,75774
43580,"Sioux City, IA-NE-SD",0.1809878791327605,0.1860429826058916,13633,3852,1770,361,19083,19616,105438
43620,"Sioux Falls, SD",0.11854925257100364,0.25143021320105796,22069,5008,2064,613,14029,29754,118339
43780,"South Bend-Mishawaka, IN-MI",0.17939963862517844,0.21650544557914808,26628,11545,2934,2269,35942,43376,200346
43900,"Spartanburg, SC",0.2756509807258648,0.17268008339360932,21150,7972,2254,1092,51829,32468,188024
44060,"Spokane-Spokane Valley, WA",0.11433871439589373,0.23844445626446106,46713,16928,5482,2603,34394,71726,300808
44100,"Springfield, IL",0.1190945611408411,0.2805481848233742,24338,9255,3099,1159,16068,37851,134918
44140,"Springfield, MA",0.1834871346682775,0.24655939130658305,55747,27142,7453,5577,71382,95919,389030
44180,"Springfield, MO",0.1695607980232296,0.21296213600078254,33586,10560,4052,1876,39869,50074,235131
44220,"Springfield, OH",0.1876429725702533,0.14877542026065604,9048,3714,964,452,17882,14178,95298
44300,"State College, PA",0.11808517750885873,0.36278665507788993,14039,7561,1288,4243,8831,27131,74785
44420,"Staunton-Waynesboro, VA",0.224386695761423,0.17419824108973087,8861,2903,890,518,16967,13172,75615
44700,"Stockton-Lodi, CA",0.2876530404230571,0.14529996522489896,33876,8763,4356,1473,95953,48468,333572
44940,"Sumter, SC",0.25724931404340234,0.15819094537291095,6858,2540,547,202,16501,10147,64144
45060,"Syracuse, NY",0.155320613855163,0.25198816815044583,61750,29970,8941,4378,64744,105039,416841
45220,"Tallahassee, FL",0.15280889443887696,0.3412490621278025,37876,17170,5290,4703,29124,65039,190591
45300,"Tampa-St. Petersburg-Clearwater, FL",0.18537328952858353,0.21688367407519318,243069,79808,33235,11395,314113,367507,1694489
45460,"Terre Haute, IN",0.18782324652935306,0.17368659831231287,10682,5944,1274,1242,20700,19142,110210
45500,"Texarkana, TX-AR",0.23903982215762135,0.14536263172519934,8798,3334,1156,313,22366,13601,93566
45540,"The Villages, FL",0.22732419475294516,0.12238309764147534,3194,1220,540,126,9436,5080,41509
45780,"Toledo, OH",0.15871719817182767,0.21605299645663226,54107,19249,7432,3356,61814,84144,389460
45820,"Topeka, KS",0.11975318665259398,0.23635354929501232,23266,7922,2569,1177,17700,34934,147804
45940,"Trenton, NJ",0.18173047387070118,0.33964843665499983,42680,22491,6478,6857,42005,78506,231139
46060,"Tucson, AZ",0.1656590992310509,0.2674990845844013,86752,39650,10990,8716,90483,146108,546200
46140,"Tulsa, OK",0.16779120769349523,0.22452619438970567,85300,25123,9750,3450,92385,123623,550595
46220,"Tuscaloosa, AL",0.23360342951788643,0.21097543153142914,15607,6867,1719,1792,28772,25985,123166
46340,"Tyler, TX",0.1979102864348766,0.2254818951540263,17008,5292,1905,828,21972,25033,111020
46520,"Urban Honolulu, HI",0.151531557005369,0.2787009610377967,109571,33897,12534,5644,87888,161646,579998
46540,"Utica-Rome, NY",0.2087977815235713,0.17738419483838438,21542,10553,2924,866,42240,35885,202301
46660,"Valdosta, GA",0.25030134835870266,0.17410927031648585,7886,2907,887,742,17858,12422,71346
46700,"Vallejo-Fairfield, CA",0.1623933010937652,0.2138643666223102,37130,10652,3756,1177,40028,52715,246488
47020,"Victoria, TX",0.24074008623736481,0.15927405103555525,6088,1898,761,266,13623,9013,56588
47220,"Vineland-Bridgeton, NJ",0.3148948905561461,0.1174934725848564,7820,2081,1105,379,30513,11385,96899
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",0.15435225795355095,0.23702770653433092,151321,59991,15734,7231,152561,234277,988395
47300,"Visalia-Porterville, CA",0.3831947210183124,0.11498965288352661,15956,4941,2090,573,78512,23560,204888
47380,"Waco, TX",0.24285010219316683,0.18271558409555425,15658,6233,2000,1319,33507,25210,137974
47460,"Walla Walla, WA",0.18739751068577112,0.22860829592193338,5378,1971,654,501,6971,8504,37199
47580,"Warner Robins, GA",0.1820456119189618,0.1878978757622462,10107,5153,1149,415,16300,16824,89538
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.13146773625870758,0.4227066171630263,743456,399376,128844,80658,420595,1352334,3199226
47940,"Waterloo-Cedar Falls, IA",0.1336270046508884,0.22283950010324383,14549,4572,2178,1364,13590,22663,101701
48060,"Watertown-Fort Drum, NY",0.17113028347712608,0.16035670267527005,6669,3268,997,125,11802,11059,68965
48140,"Wausau, WI",0.16212389380530973,0.18302105584375952,10349,3322,1130,193,13282,14994,81925
48260,"Weirton-Steubenville, WV-OH",0.18408173778655448,0.12068558427062763,7479,2490,991,285,17152,11245,93176
48300,"Wenatchee, WA",0.21134266624244352,0.20036589245943368,8483,2675,1138,299,13285,12595,62860
48540,"Wheeling, WV-OH",0.18753870114273918,0.14641697783949112,9489,3987,1682,448,19989,15606,106586
48620,"Wichita, KS",0.14621565620757693,0.24186988518634547,60399,19378,5920,2318,53207,88015,363894
48660,"Wichita Falls, TX",0.19995107319874916,0.19236741900487142,13064,3540,1013,469,18799,18086,94018
48700,"Williamsport, PA",0.1942360248447205,0.15059627329192546,7975,2645,1095,408,15636,12123,80500
48900,"Wilmington, NC",0.15687368336061422,0.27314165755264724,26825,6784,2315,1288,21372,37212,136237
49020,"Winchester, VA-WV",0.23608242892921483,0.182638370168578,7922,3229,927,392,16119,12470,68277
49180,"Winston-Salem, NC",0.2219739651634803,0.21092493280113045,55656,16838,6089,2320,85141,80903,383563
49340,"Worcester, MA-CT",0.17026855460140009,0.25923894835217154,90621,40643,9615,6138,96561,147017,567110
49420,"Yakima, WA",0.3133762151330432,0.1530054226865626,12812,4653,1974,566,40973,20005,130747
49620,"York-Hanover, PA",0.1929972205064855,0.18377084620135886,32295,10755,3668,886,49994,47604,259040
49660,"Youngstown-Warren-Boardman, OH-PA",0.17440746947570027,0.16314316006507942,45195,14638,5351,1598,71393,66782,409346
49700,"Yuba City, CA",0.2750536843478983,0.13215247541197547,7734,2180,984,241,23184,11139,84289
49740,"Yuma, AZ",0.3419021294021294,0.11843775593775593,7017,3063,1117,372,33397,11569,97680
