cbsa_fips,cbsa,city_fips,city,pct_prewar_city,pct_prewar_msa
41740,"San Diego-Carlsbad, CA",0666000,San Diego city,0.07687820911281601,0.05127342332685029
41860,"San Francisco-Oakland-Hayward, CA",0667000,San Francisco city,0.49867398499972587,0.20788460425440286
41940,"San Jose-Sunnyvale-Santa Clara, CA",0668000,San Jose city,0.052458946561308596,0.05393334989292212
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0668154,San Luis Obispo city,0.11339193381592555,0.06210706428746028
42100,"Santa Cruz-Watsonville, CA",0669112,Santa Cruz city,0.22218080149114633,0.12936797710193884
42140,"Santa Fe, NM",3570500,Santa Fe city,0.09741537654159013,0.07213046567650475
42200,"Santa Maria-Santa Barbara, CA",0669070,Santa Barbara city,0.19030583425236033,0.08794899965710527
42220,"Santa Rosa, CA",0670098,Santa Rosa city,0.05829884897590152,0.09079294360452736
42340,"Savannah, GA",1369000,Savannah city,0.16355920411854738,0.0987455826062827
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4269000,Scranton city,0.628990264885669,0.44863329390214474
42660,"Seattle-Tacoma-Bellevue, WA",5363000,Seattle city,0.32433391489487534,0.12728613733789354
42680,"Sebastian-Vero Beach, FL",1274150,Vero Beach city,0.049061767005473024,0.019878415253359125
42700,"Sebring, FL",1264875,Sebring city,0.09122098890010091,0.021762273267002415
43100,"Sheboygan, WI",5572975,Sheboygan city,0.3845483723062815,0.33712756001479965
43300,"Sherman-Denison, TX",4867496,Sherman city,0.10987463967285648,0.10884818379385285
43340,"Shreveport-Bossier City, LA",2270000,Shreveport city,0.07823195775474281,0.06255278922903953
43420,"Sierra Vista-Douglas, AZ",0466820,Sierra Vista city,0.004289098009090327,0.08878065954700153
43580,"Sioux City, IA-NE-SD",1973335,Sioux City city,0.35543593990299305,0.33226578868602213
43620,"Sioux Falls, SD",4659020,Sioux Falls city,0.134154357744954,0.19046863219713503
43780,"South Bend-Mishawaka, IN-MI",1871000,South Bend city,0.2867402119835605,0.21785067648609213
43900,"Spartanburg, SC",4568290,Spartanburg city,0.12387082204155375,0.09048754747085269
44060,"Spokane-Spokane Valley, WA",5367000,Spokane city,0.2899175880309669,0.17345842619922494
44100,"Springfield, IL",1772000,Springfield city,0.19735743314714124,0.18376972582209292
44140,"Springfield, MA",2567000,Springfield city,0.3627476623291702,0.2959226239162441
44180,"Springfield, MO",2970000,Springfield city,0.13792807361506648,0.11640137258535525
44220,"Springfield, OH",3974118,Springfield city,0.3675983754820655,0.24777253668763102
44300,"State College, PA",4273808,State College borough,0.09857463164638053,0.17396211508436635
44420,"Staunton-Waynesboro, VA",5175216,Staunton city,0.2465714011700393,0.15742591466064135
44700,"Stockton-Lodi, CA",0675000,Stockton city,0.08451750380517503,0.08125396489744131
44940,"Sumter, SC",4570405,Sumter city,0.07258064516129033,0.04969940839740365
45060,"Syracuse, NY",3673000,Syracuse city,0.48043873540970145,0.2879256409334436
45220,"Tallahassee, FL",1270600,Tallahassee city,0.02712107256166206,0.03077193085090824
45300,"Tampa-St. Petersburg-Clearwater, FL",1271000,Tampa city,0.1081501237769657,0.035477923982870314
45460,"Terre Haute, IN",1875428,Terre Haute city,0.426730198406499,0.3339585430774111
45500,"Texarkana, TX-AR",4872368,Texarkana city,0.08217095260130892,0.0669360824742268
45540,"The Villages, FL",1271625,The Villages CDP,0.006523028266455821,0.03226830720381028
45780,"Toledo, OH",3977000,Toledo city,0.32676579925650556,0.2580868521574556
45820,"Topeka, KS",2071000,Topeka city,0.18151236699066942,0.18960831500767603
45940,"Trenton, NJ",3474000,Trenton city,0.5101156069364162,0.23527911164465787
46060,"Tucson, AZ",0477000,Tucson city,0.04334769676632093,0.03025056102874812
46140,"Tulsa, OK",4075000,Tulsa city,0.09452284515658167,0.09172435451057497
46220,"Tuscaloosa, AL",0177256,Tuscaloosa city,0.05330435528611056,0.05388647765063976
46340,"Tyler, TX",4874144,Tyler city,0.06860180575478862,0.05440649363328266
46520,"Urban Honolulu, HI",1517000,Honolulu CDP,0.06142103505001292,0.0439415420838766
46540,"Utica-Rome, NY",3676540,Utica city,0.5345974489096146,0.3822619762810671
46660,"Valdosta, GA",1378800,Valdosta city,0.061030146788025465,0.05336157136331548
46700,"Vallejo-Fairfield, CA",0681666,Vallejo city,0.11581351279123442,0.05687182651490934
47020,"Victoria, TX",4875428,Victoria city,0.05574394177487387,0.06711390943333975
47220,"Vineland-Bridgeton, NJ",3476070,Vineland city,0.15788720297738335,0.21597336511359552
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",5182000,Virginia Beach city,0.012552610659551261,0.06488607140337714
47300,"Visalia-Porterville, CA",0682954,Visalia city,0.03470041164811709,0.06278053143205811
47380,"Waco, TX",4876000,Waco city,0.09412816431546127,0.09237125890993261
47460,"Walla Walla, WA",5375775,Walla Walla city,0.290607252075142,0.2457155191020937
47580,"Warner Robins, GA",1380508,Warner Robins city,0.0037998443437256787,0.026048726236402184
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1150000,Washington city,0.34585311721151923,0.09535880340633854
47940,"Waterloo-Cedar Falls, IA",1982425,Waterloo city,0.24868550493571695,0.25671686746987954
48060,"Watertown-Fort Drum, NY",3678608,Watertown city,0.5175903614457832,0.36550767523580546
48140,"Wausau, WI",5584475,Wausau city,0.3122790195960928,0.22843526608419382
48260,"Weirton-Steubenville, WV-OH",5485156,Weirton city,0.1470619042631193,0.24769727391032467
48300,"Wenatchee, WA",5377105,Wenatchee city,0.18168377109062445,0.1380129639454684
48540,"Wheeling, WV-OH",5486452,Wheeling city,0.49417488157726286,0.3589199029126214
48620,"Wichita, KS",2079000,Wichita city,0.12013153567905294,0.1386789650848129
48660,"Wichita Falls, TX",4879000,Wichita Falls city,0.11682041967401176,0.12210658387890681
48700,"Williamsport, PA",4285312,Williamsport city,0.5888050872522922,0.36028514791094846
48900,"Wilmington, NC",3774440,Wilmington city,0.11775371703880226,0.06150536777740156
49020,"Winchester, VA-WV",5186720,Winchester city,0.20770756588268632,0.12299571976669402
49180,"Winston-Salem, NC",3775000,Winston-Salem city,0.08795982575024201,0.07932855787360371
49340,"Worcester, MA-CT",2582000,Worcester city,0.43260325495242,0.32314581518657304
49420,"Yakima, WA",5380010,Yakima city,0.15461155759663223,0.1277439563493066
49620,"York-Hanover, PA",4287048,York city,0.5788905676667386,0.24042240939254722
49660,"Youngstown-Warren-Boardman, OH-PA",3988000,Youngstown city,0.36207546154260184,0.23572279911816715
49700,"Yuba City, CA",0686972,Yuba City city,0.05371009490940466,0.07377097438916691
49740,"Yuma, AZ",0485540,Yuma city,0.024738914569423044,0.01824925816023739
