cbsa_fips,cbsa,total_young,total_old,total,pct_u18,pct_o64
42680,"Sebastian-Vero Beach, FL",21694,32972,112947,0.1920723879341638,0.29192453097470494
42700,"Sebring, FL",16744,28833,87366,0.191653503651306,0.3300254103426962
43100,"Sheboygan, WI",28775,15732,112646,0.25544626529126646,0.1396587539726222
43300,"Sherman-Denison, TX",27975,16720,110595,0.25294995252949953,0.1511822415118224
43340,"Shreveport-Bossier City, LA",112974,55104,417796,0.27040469511436205,0.13189211959903877
43420,"Sierra Vista-Douglas, AZ",30999,17365,117755,0.26324996815421853,0.14746719884505965
43580,"Sioux City, IA-NE-SD",46741,22709,167902,0.278382627961549,0.1352515157651487
43620,"Sioux Falls, SD",49893,21775,187093,0.2666748622342899,0.11638596847557098
43780,"South Bend-Mishawaka, IN-MI",81342,43028,316663,0.2568724479967663,0.13587946807805143
43900,"Spartanburg, SC",70027,36410,283672,0.2468590484785245,0.12835246340844356
44060,"Spokane-Spokane Valley, WA",122081,58859,469737,0.2598922375712367,0.125302030710802
44100,"Springfield, IL",50461,27169,201437,0.2505051207077151,0.13487591653966252
44140,"Springfield, MA",148708,84578,608479,0.24439298644653307,0.13899904516014522
44180,"Springfield, MO",88821,48473,368374,0.24111636543295673,0.1315863768887055
44220,"Springfield, OH",36353,21262,144742,0.2511572314877506,0.14689585607494715
44300,"State College, PA",24466,14077,135758,0.18021774039098984,0.10369186346292668
44420,"Staunton-Waynesboro, VA",24960,16170,108988,0.22901603846295004,0.14836495761001212
44700,"Stockton-Lodi, CA",174569,59799,563598,0.3097402758703899,0.10610222179638679
44940,"Sumter, SC",29430,11760,104646,0.2812338742044608,0.11237887735794966
45060,"Syracuse, NY",168136,85830,650154,0.2586094986726222,0.13201487647541968
45220,"Tallahassee, FL",71720,29593,320304,0.2239122833308357,0.09239035416354463
45300,"Tampa-St. Petersburg-Clearwater, FL",524911,459992,2395997,0.21907832104965072,0.19198354588924776
45460,"Terre Haute, IN",40049,24780,170943,0.23428277262011313,0.14496060090205506
45500,"Texarkana, TX-AR",36335,19680,143377,0.25342279445099286,0.1372605090077209
45540,"The Villages, FL",8570,14618,53345,0.16065235729684132,0.27402755647202176
45780,"Toledo, OH",160056,78128,618203,0.2589052463349418,0.12637919906567907
45820,"Topeka, KS",57955,31309,224551,0.2580928163312566,0.13942935012536128
45940,"Trenton, NJ",84337,44140,350761,0.24044007172975332,0.1258406721385787
46060,"Tucson, AZ",207896,119487,843746,0.24639642736084083,0.14161489358171772
46140,"Tulsa, OK",229594,103447,859532,0.26711512776720353,0.12035270356426521
46220,"Tuscaloosa, AL",49341,24174,203009,0.2430483377584245,0.11907846450157382
46340,"Tyler, TX",46498,24602,174706,0.26614998912458643,0.14081943379162706
46520,"Urban Honolulu, HI",208758,117737,876156,0.23826578828427813,0.13437903752299818
46540,"Utica-Rome, NY",71936,49597,299896,0.23986982153813322,0.16538066529730305
46660,"Valdosta, GA",31642,11847,119560,0.2646537303445969,0.09908832385413181
46700,"Vallejo-Fairfield, CA",111852,37426,394542,0.2834983347780464,0.0948593559114112
47020,"Victoria, TX",26295,11270,91016,0.28890524742902346,0.12382438252614925
47220,"Vineland-Bridgeton, NJ",37203,19087,146438,0.2540529097638591,0.13034185115885222
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",416899,163117,1580057,0.26385060792110665,0.10323488329851391
47300,"Visalia-Porterville, CA",124252,35917,368021,0.3376220378728388,0.09759497419984185
47380,"Waco, TX",61966,30582,232093,0.266987802303387,0.13176614546754964
47460,"Walla Walla, WA",14535,8927,59244,0.2453413003848491,0.15068192559584093
47580,"Warner Robins, GA",39595,13898,144021,0.27492518452170167,0.09649981599905569
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1223393,437175,4837428,0.25290154189375014,0.09037343811628824
47940,"Waterloo-Cedar Falls, IA",38290,24018,163706,0.23389490916643252,0.14671423161032582
48060,"Watertown-Fort Drum, NY",29574,12627,111738,0.26467271653331903,0.11300542340117059
48140,"Wausau, WI",33716,16321,125834,0.2679403023030342,0.1297026240920578
48260,"Weirton-Steubenville, WV-OH",27823,24431,132008,0.2107675292406521,0.18507211684140354
48300,"Wenatchee, WA",28238,13380,99219,0.2846027474576442,0.1348532035194872
48540,"Wheeling, WV-OH",33492,27453,153172,0.21865615125479854,0.17922988535763718
48620,"Wichita, KS",162908,70280,579839,0.2809538509827728,0.12120605892325284
48660,"Wichita Falls, TX",38351,19719,151524,0.2531018188537789,0.13013779995248279
48700,"Williamsport, PA",27977,19251,120044,0.23305621272200194,0.16036619906034455
48900,"Wilmington, NC",43119,26347,201389,0.21410801980247182,0.1308264105785321
49020,"Winchester, VA-WV",25796,12674,102997,0.25045389671543833,0.12305212773187568
49180,"Winston-Salem, NC",137113,72552,569207,0.24088424773412836,0.12746153859667925
49340,"Worcester, MA-CT",219834,111409,860054,0.2556048806237748,0.12953721510509805
49420,"Yakima, WA",70751,24921,222581,0.31786630485081835,0.11196373455056811
49620,"York-Hanover, PA",93983,51492,381751,0.24618926996916837,0.13488373311399315
49660,"Youngstown-Warren-Boardman, OH-PA",144153,102907,602964,0.23907397456564572,0.1706685639607008
49700,"Yuba City, CA",41559,16165,139149,0.29866545932777094,0.11617043600744525
49740,"Yuma, AZ",46271,26456,160026,0.28914676365090675,0.16532313499056403
