cbsa_fips,cbsa,city_fips,city,pop_1790,pop_1800,pop_1810,pop_1820,pop_1830,pop_1840,pop_1850,pop_1860,pop_1870,pop_1880,pop_1890,pop_1900,pop_1910,pop_1920,pop_1930,pop_1940,pop_1950,pop_1960,pop_1970,pop_1980,pop_1990,pop_2000,pop_2010
41860,"San Francisco-Oakland-Hayward, CA",667000,San Francisco city,0,0,0,0,0,0,30000,56802,149473,233959,298997,342782,416912,506676,634394,634536,775357,740316,715674,678974,723959,776733,805235
41940,"San Jose-Sunnyvale-Santa Clara, CA",668000,San Jose city,0,0,0,0,0,0,0,0,9089,12567,18060,21500,28946,39642,57651,68457,95280,204196,459913,629400,782248,894943,945942
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",668154,San Luis Obispo city,0,0,0,0,0,0,0,0,0,2243,2995,3021,5157,5895,8276,8881,14180,20437,28036,34252,41958,44174,45119
42100,"Santa Cruz-Watsonville, CA",669112,Santa Cruz city,0,0,0,0,0,0,0,950,2561,3898,5596,5659,11146,10917,14395,16896,21970,25596,32076,41483,49040,54593,59946
42140,"Santa Fe, NM",3570500,Santa Fe city,0,0,0,0,0,0,4539,4635,4765,6635,6185,5603,5073,7326,11176,20325,27998,34394,41167,48053,52303,61109,67947
42200,"Santa Maria-Santa Barbara, CA",669070,Santa Barbara city,0,0,0,0,0,0,0,2351,4255,3460,5864,6587,11659,19441,33613,34958,44913,58768,70215,74414,85571,92325,88410
42220,"Santa Rosa, CA",670098,Santa Rosa city,0,0,0,0,0,0,0,1623,2898,3616,5220,6673,7817,8758,10636,12605,17902,31027,50006,82658,113313,147595,167815
42340,"Savannah, GA",1369000,Savannah city,0,5146,5215,7523,7303,11214,15312,22292,28235,30709,43189,54244,65064,83252,85024,95996,119638,149245,118349,141654,137560,131510,136286
42540,"Scranton--Wilkes-Barre--Hazleton, PA",4269000,Scranton city,0,0,0,0,0,0,2730,9223,35092,45850,75215,102026,129867,137783,143433,140404,125536,111443,102696,88117,81805,76415,76089
42660,"Seattle-Tacoma-Bellevue, WA",5363000,Seattle city,0,0,0,0,0,0,0,188,1100,3533,42837,80671,237194,315312,365583,368302,467591,557087,530831,493846,516259,563374,608660
42680,"Sebastian-Vero Beach, FL",1274150,Vero Beach city,0,0,0,0,0,0,0,0,0,0,0,0,0,793,2268,3050,4746,8849,11908,16176,17350,17705,15220
42700,"Sebring, FL",1264875,Sebring city,0,0,0,0,0,0,0,0,0,0,0,0,0,812,2912,3155,5006,6939,7223,8736,8900,9667,10491
43100,"Sheboygan, WI",5572975,Sheboygan city,0,0,0,0,0,0,0,4262,5310,7314,16359,22962,26398,30955,39251,40638,42365,45747,48484,48085,49676,50792,49288
43300,"Sherman-Denison, TX",4867496,Sherman city,0,0,0,0,0,0,35,613,1439,6093,7335,10243,12412,15031,15713,17156,20150,24988,29061,30413,31601,35082,38521
43340,"Shreveport-Bossier City, LA",2270000,Shreveport city,0,0,0,0,0,0,1728,2200,4607,8009,11979,16013,28015,43874,76655,98167,127206,164372,182064,206989,198525,200145,199311
43420,"Sierra Vista-Douglas, AZ",466820,Sierra Vista city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,6689,24937,32983,37775,43888
43580,"Sioux City, IA-NE-SD",1973335,Sioux City city,0,0,0,0,0,0,0,0,3401,7366,37806,33111,47828,71227,79183,82364,83991,89159,85925,82003,80505,85013,82684
43620,"Sioux Falls, SD",4659020,Sioux Falls city,0,0,0,0,0,0,0,0,0,2164,10177,10266,14094,25202,33362,40832,52696,65466,72488,81343,100814,123975,153888
43780,"South Bend-Mishawaka, IN-MI",1871000,South Bend city,0,0,0,0,0,0,1700,3832,7205,13280,21819,35999,53684,70983,104193,101268,115911,132445,125580,109727,105511,107789,101168
43900,"Spartanburg, SC",4568290,Spartanburg city,0,0,0,0,0,0,1176,1216,1080,3253,5544,11395,17517,22638,28723,32249,36795,44352,44546,43826,43467,39673,37013
44060,"Spokane-Spokane Valley, WA",5367000,Spokane city,0,0,0,0,0,0,0,0,0,350,19922,36848,104402,104437,115514,122001,161721,181608,170516,171300,177196,195629,208916
44100,"Springfield, IL",1772000,Springfield city,0,0,0,0,0,2579,4533,9320,17364,19743,24963,34159,51678,59183,71864,75503,81628,83271,91753,99637,105227,111454,116250
44140,"Springfield, MA",2567000,Springfield city,1600,2300,2800,3900,6784,10985,11766,15199,26703,33340,44179,62059,88926,129614,149900,149554,162399,174463,163905,152319,156983,152082,153060
44180,"Springfield, MO",2970000,Springfield city,0,0,0,0,0,0,415,1235,5555,6522,21850,23267,35201,39631,57527,61238,66731,95865,120096,133116,140494,151580,159498
44220,"Springfield, OH",3974118,Springfield city,0,0,593,868,1080,2062,5108,7002,12652,20730,31895,38253,46921,60840,68743,70662,78508,82723,81926,72563,70487,65358,60608
44300,"State College, PA",4273808,State College borough,0,0,0,0,0,0,0,0,0,0,0,851,1425,2405,4450,6226,17227,22409,32833,36130,38923,38420,42034
44420,"Staunton-Waynesboro, VA",5175216,Staunton city,0,0,0,0,0,0,0,3875,5120,6664,6975,7289,10604,10623,11990,13337,19927,22232,24504,21857,24461,23853,23746
44700,"Stockton-Lodi, CA",675000,Stockton city,0,0,0,0,0,0,0,3679,10066,10282,14424,17506,23253,40296,47963,54714,70853,86321,109963,148283,210943,243771,291707
44940,"Sumter, SC",4570405,Sumter city,0,0,0,0,0,0,1356,1119,1807,2011,3865,5673,8109,9508,11780,15874,20185,23062,24435,24921,41943,39643,40524
45060,"Syracuse, NY",3673000,Syracuse city,0,0,0,0,0,0,22271,28119,43051,51792,88143,108374,137249,171717,209326,205967,220583,216038,197208,170105,163855,147306,145170
45220,"Tallahassee, FL",1270600,Tallahassee city,0,0,0,0,0,1616,0,1932,2023,2492,2934,2981,5018,5637,10700,16240,27237,48174,72624,81548,124773,150624,181376
45300,"Tampa-St. Petersburg-Clearwater, FL",1271000,Tampa city,0,0,0,0,0,0,974,0,800,720,5532,15839,37782,51608,101161,108391,124681,274970,277714,271577,280015,303447,335709
45460,"Terre Haute, IN",1875428,Terre Haute city,0,0,0,0,0,0,4051,8594,16103,26042,30217,36673,58157,66083,62810,62693,64214,71786,70335,61125,57483,59614,60785
45500,"Texarkana, TX-AR",4872368,Texarkana city,0,0,0,0,0,0,0,0,0,1833,2852,5256,9790,11480,16602,17019,24753,30218,30497,31271,31656,34782,36411
45780,"Toledo, OH",3977000,Toledo city,0,0,0,0,0,1322,3829,13768,31584,50137,81434,131822,168497,243164,290718,282349,303616,318003,383062,354635,332943,313619,287208
45820,"Topeka, KS",2071000,Topeka city,0,0,0,0,0,0,0,800,5790,15452,31007,33608,43684,50022,64120,67833,78791,119484,125011,118690,119883,122377,127473
45940,"Trenton, NJ",3474000,Trenton city,1946,0,3002,3942,3925,4035,6461,17228,22874,29910,57458,73307,96815,119289,123356,124697,128009,114167,104638,92124,88675,85403,84913
46060,"Tucson, AZ",477000,Tucson city,0,0,0,0,0,0,400,915,3215,7007,5150,7531,13193,20292,32506,36818,45454,212892,262933,330537,405371,486699,520116
46140,"Tulsa, OK",4075000,Tulsa city,0,0,0,0,0,0,0,0,0,0,0,1400,18182,72075,141258,142157,182740,261685,330350,360919,367302,393049,391906
46220,"Tuscaloosa, AL",177256,Tuscaloosa city,0,0,0,0,0,1949,3500,3989,1689,2418,4215,5094,8407,11996,20659,27493,46396,63370,65773,75211,77759,77906,90468
46340,"Tyler, TX",4874144,Tyler city,0,0,0,0,0,0,0,0,0,2423,6908,8069,10400,12085,17113,28279,38968,51230,57770,70508,75450,83650,96900
46520,"Urban Honolulu, HI",1571550,Honolulu CDP,0,0,0,0,0,0,0,0,14000,17000,22907,39306,52183,83327,137582,179326,248034,294194,324871,365048,365272,371657,387170
46540,"Utica-Rome, NY",3676540,Utica city,0,0,0,2972,8323,12782,17565,22529,28804,33914,44007,56383,74419,94156,101740,100518,100489,100410,91373,75632,68637,60651,62235
46660,"Valdosta, GA",1378800,Valdosta city,0,0,0,0,0,0,0,166,1199,1515,2854,5613,7656,10783,13482,15595,20046,30652,32303,37596,39806,43724,54518
46700,"Vallejo-Fairfield, CA",681666,Vallejo city,0,0,0,0,0,0,0,0,0,5987,6343,7965,11340,16845,16072,20072,26038,60877,71710,80303,109199,116760,115942
47020,"Victoria, TX",4875428,Victoria city,0,0,0,0,0,0,806,1986,2534,0,3046,4010,3673,5957,7421,11566,16126,33047,41349,50695,55076,60603,62592
47220,"Vineland-Bridgeton, NJ",3476070,Vineland city,0,0,0,0,0,0,0,0,0,2519,3822,4370,5282,6432,7556,7914,8155,37685,47399,53753,54780,56271,60724
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",5182000,Virginia Beach city,0,0,0,0,0,0,0,0,0,0,0,0,320,846,1719,2600,5390,8091,172106,262199,393069,425257,437994
47300,"Visalia-Porterville, CA",682954,Visalia city,0,0,0,0,0,0,0,548,913,1412,2885,3085,4550,5753,7263,8904,11749,15791,27268,49729,75636,91877,124442
47380,"Waco, TX",4876000,Waco city,0,0,0,0,0,0,0,0,3008,7295,14445,20686,26425,38500,52848,55982,84706,97808,95326,101261,103590,113726,124805
47460,"Walla Walla, WA",5375775,Walla Walla city,0,0,0,0,0,0,0,0,1394,3588,4709,10049,19364,15503,15976,18109,24102,24536,23619,25618,26478,29686,31731
47580,"Warner Robins, GA",1380508,Warner Robins city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7986,18633,33491,39893,43726,48804,66588
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1150000,Washington city,0,8144,15471,23336,30261,33745,51687,75080,131700,177624,230392,278718,331069,437571,486869,663091,802178,763956,756510,638432,606900,572059,601723
47940,"Waterloo-Cedar Falls, IA",1982425,Waterloo city,0,0,0,0,0,0,0,0,4337,5630,6674,12580,26693,36230,46191,51743,65198,71755,75533,75985,66467,68747,68406
48060,"Watertown-Fort Drum, NY",3678608,Watertown city,0,0,0,0,0,0,0,0,9336,10697,14725,21696,26730,31285,32205,33385,34350,33306,30787,27861,29429,26705,27023
48140,"Wausau, WI",5584475,Wausau city,0,0,0,0,0,0,0,543,1349,4277,9253,12354,16560,18951,23758,27268,30386,31943,32806,32426,37060,38426,39106
48260,"Weirton-Steubenville, WV-OH",5485156,Weirton city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9100,24005,28201,27131,24736,22124,20411,19746
48300,"Wenatchee, WA",5377105,Wenatchee city,0,0,0,0,0,0,0,0,0,0,0,451,4050,6324,11627,11620,13072,16726,16912,17257,21756,27856,31925
48540,"Wheeling, WV-OH",5486452,Wheeling city,0,0,0,0,0,7885,11435,14083,19280,30737,34522,38878,41641,56208,61659,61099,58891,53400,48188,43070,34882,31419,28486
48620,"Wichita, KS",2079000,Wichita city,0,0,0,0,0,0,0,0,689,4911,23853,24671,52450,72217,111110,114966,168279,254698,276554,279838,304011,344284,382368
48660,"Wichita Falls, TX",4879000,Wichita Falls city,0,0,0,0,0,0,0,0,0,0,1987,2500,8200,40079,43690,45112,68042,101724,96265,94201,96259,104197,104553
48700,"Williamsport, PA",4285312,Williamsport city,0,0,344,624,0,1353,1615,5664,16030,18934,27132,28757,31860,36198,45729,44355,45047,41967,37918,33401,31933,30706,29381
48900,"Wilmington, NC",3774440,Wilmington city,0,1689,0,2633,3791,5335,7264,9552,13446,17350,20056,20976,25748,33372,32270,33407,45043,44013,46169,44000,55530,75838,106476
49020,"Winchester, VA-WV",5186720,Winchester city,0,0,0,0,0,3454,3857,4392,4477,4958,5196,5161,5864,6883,10855,12095,13841,15110,14643,20217,21947,23585,26203
49180,"Winston-Salem, NC",3775000,Winston-Salem city,0,0,0,0,0,0,0,0,443,4194,10729,13700,22700,48395,75274,79815,87881,111135,133683,131885,143485,185776,229617
49340,"Worcester, MA-CT",2582000,Worcester city,2100,2400,2600,3000,4173,7497,17049,24960,41105,58291,84655,118421,145986,179754,195311,193694,203486,186587,176572,161799,169759,172648,181045
49420,"Yakima, WA",5380010,Yakima city,0,0,0,0,0,0,0,0,0,0,1535,3154,14082,18539,22101,27221,38486,43284,45588,49826,54827,71845,91067
49620,"York-Hanover, PA",4287048,York city,2096,2503,2847,3545,4216,4779,6803,8603,11003,13940,20793,33708,44750,47512,55254,56712,59953,54504,50008,44619,42192,40862,43718
49660,"Youngstown-Warren-Boardman, OH-PA",3988000,Youngstown city,0,0,0,273,384,654,1802,2759,8075,15435,33220,44885,79066,132358,170002,167720,168330,166689,139788,115511,95787,82026,66982
49700,"Yuba City, CA",686972,Yuba City city,0,0,0,0,0,0,0,0,0,0,562,0,1160,1708,3605,4968,7861,11507,13986,18736,27437,36758,64925
49740,"Yuma, AZ",485540,Yuma city,0,0,0,0,0,0,0,0,1144,1200,1773,1800,2914,4237,4892,5325,9145,23974,29007,42481,56966,77515,93064
