cty_fips,county,year,labor_force,employed,unemployed
13205,"Mitchell County, GA",2005,"10,130","9,559",571
13207,"Monroe County, GA",2005,"12,689","12,047",642
13209,"Montgomery County, GA",2005,"4,255","4,007",248
13211,"Morgan County, GA",2005,"8,932","8,517",415
13213,"Murray County, GA",2005,"20,981","20,013",968
13215,"Muscogee County, GA",2005,"84,703","79,487","5,216"
13217,"Newton County, GA",2005,"42,367","39,831","2,536"
13219,"Oconee County, GA",2005,"17,109","16,513",596
13221,"Oglethorpe County, GA",2005,"7,556","7,211",345
13223,"Paulding County, GA",2005,"58,563","55,791","2,772"
13225,"Peach County, GA",2005,"11,353","10,591",762
13227,"Pickens County, GA",2005,"14,232","13,639",593
13229,"Pierce County, GA",2005,"8,327","7,931",396
13231,"Pike County, GA",2005,"7,706","7,269",437
13233,"Polk County, GA",2005,"20,428","19,391","1,037"
13235,"Pulaski County, GA",2005,"4,368","4,120",248
13237,"Putnam County, GA",2005,"10,075","9,528",547
13239,"Quitman County, GA",2005,985,924,61
13241,"Rabun County, GA",2005,"7,810","7,444",366
13243,"Randolph County, GA",2005,"2,727","2,519",208
13245,"Richmond County, GA",2005,"89,801","83,650","6,151"
13247,"Rockdale County, GA",2005,"39,089","36,806","2,283"
13249,"Schley County, GA",2005,"1,769","1,649",120
13251,"Screven County, GA",2005,"6,937","6,555",382
13253,"Seminole County, GA",2005,"3,982","3,755",227
13255,"Spalding County, GA",2005,"28,138","26,088","2,050"
13257,"Stephens County, GA",2005,"12,977","12,217",760
13259,"Stewart County, GA",2005,"1,951","1,770",181
13261,"Sumter County, GA",2005,"14,368","13,381",987
13263,"Talbot County, GA",2005,"2,973","2,762",211
13265,"Taliaferro County, GA",2005,712,659,53
13267,"Tattnall County, GA",2005,"8,832","8,269",563
13269,"Taylor County, GA",2005,"3,233","2,981",252
13271,"Telfair County, GA",2005,"4,594","4,246",348
13273,"Terrell County, GA",2005,"4,586","4,271",315
13275,"Thomas County, GA",2005,"22,905","21,875","1,030"
13277,"Tift County, GA",2005,"19,683","18,660","1,023"
13279,"Toombs County, GA",2005,"12,843","12,030",813
13281,"Towns County, GA",2005,"5,667","5,445",222
13283,"Treutlen County, GA",2005,"2,713","2,510",203
13285,"Troup County, GA",2005,"30,190","28,127","2,063"
13287,"Turner County, GA",2005,"4,937","4,610",327
13289,"Twiggs County, GA",2005,"4,648","4,328",320
13291,"Union County, GA",2005,"10,196","9,760",436
13293,"Upson County, GA",2005,"12,048","11,233",815
13295,"Walker County, GA",2005,"32,829","31,201","1,628"
13297,"Walton County, GA",2005,"37,577","35,765","1,812"
13299,"Ware County, GA",2005,"14,780","13,956",824
13301,"Warren County, GA",2005,"2,608","2,341",267
13303,"Washington County, GA",2005,"8,294","7,743",551
13305,"Wayne County, GA",2005,"11,789","11,058",731
13307,"Webster County, GA",2005,"1,120","1,048",72
13309,"Wheeler County, GA",2005,"2,575","2,410",165
13311,"White County, GA",2005,"12,000","11,463",537
13313,"Whitfield County, GA",2005,"45,520","43,324","2,196"
13315,"Wilcox County, GA",2005,"3,239","3,020",219
13317,"Wilkes County, GA",2005,"4,602","4,286",316
13319,"Wilkinson County, GA",2005,"4,428","4,167",261
13321,"Worth County, GA",2005,"10,352","9,783",569
15001,"Hawaii County, HI",2005,"80,769","77,983","2,786"
15003,"Honolulu County/city, HI",2005,"439,257","427,016","12,241"
15007,"Kauai County, HI",2005,"31,895","30,992",903
15009,"Maui County, HI",2005,"74,992","72,966","2,026"
16001,"Ada County, ID",2005,"187,127","180,914","6,213"
16003,"Adams County, ID",2005,"1,907","1,754",153
16005,"Bannock County, ID",2005,"40,549","38,984","1,565"
16007,"Bear Lake County, ID",2005,"3,055","2,931",124
16009,"Benewah County, ID",2005,"4,044","3,733",311
16011,"Bingham County, ID",2005,"21,049","20,266",783
16013,"Blaine County, ID",2005,"14,067","13,669",398
16015,"Boise County, ID",2005,"3,683","3,516",167
16017,"Bonner County, ID",2005,"20,470","19,420","1,050"
16019,"Bonneville County, ID",2005,"49,007","47,534","1,473"
16021,"Boundary County, ID",2005,"4,241","3,903",338
16023,"Butte County, ID",2005,"1,397","1,337",60
16025,"Camas County, ID",2005,622,598,24
16027,"Canyon County, ID",2005,"78,790","75,286","3,504"
16029,"Caribou County, ID",2005,"3,309","3,134",175
16031,"Cassia County, ID",2005,"10,065","9,602",463
16033,"Clark County, ID",2005,546,519,27
16035,"Clearwater County, ID",2005,"3,357","3,044",313
16037,"Custer County, ID",2005,"2,604","2,473",131
16039,"Elmore County, ID",2005,"10,921","10,420",501
16041,"Franklin County, ID",2005,"6,218","6,019",199
16043,"Fremont County, ID",2005,"6,093","5,856",237
16045,"Gem County, ID",2005,"7,238","6,891",347
16047,"Gooding County, ID",2005,"8,142","7,896",246
16049,"Idaho County, ID",2005,"7,135","6,658",477
16051,"Jefferson County, ID",2005,"10,763","10,409",354
16053,"Jerome County, ID",2005,"9,943","9,576",367
16055,"Kootenai County, ID",2005,"67,178","64,151","3,027"
16057,"Latah County, ID",2005,"17,947","17,314",633
16059,"Lemhi County, ID",2005,"4,073","3,829",244
16061,"Lewis County, ID",2005,"1,743","1,682",61
16063,"Lincoln County, ID",2005,"2,422","2,314",108
16065,"Madison County, ID",2005,"14,980","14,571",409
16067,"Minidoka County, ID",2005,"9,476","8,932",544
16069,"Nez Perce County, ID",2005,"19,352","18,504",848
16071,"Oneida County, ID",2005,"2,148","2,093",55
16073,"Owyhee County, ID",2005,"4,719","4,603",116
16075,"Payette County, ID",2005,"10,415","9,689",726
16077,"Power County, ID",2005,"3,794","3,617",177
16079,"Shoshone County, ID",2005,"5,693","5,249",444
16081,"Teton County, ID",2005,"4,518","4,384",134
16083,"Twin Falls County, ID",2005,"37,105","35,743","1,362"
16085,"Valley County, ID",2005,"4,687","4,463",224
16087,"Washington County, ID",2005,"5,079","4,809",270
17001,"Adams County, IL",2005,"37,713","36,305","1,408"
17003,"Alexander County, IL",2005,"3,319","3,032",287
17005,"Bond County, IL",2005,"8,460","8,003",457
17007,"Boone County, IL",2005,"24,516","22,889","1,627"
17009,"Brown County, IL",2005,"3,306","3,182",124
17011,"Bureau County, IL",2005,"18,817","17,892",925
17013,"Calhoun County, IL",2005,"2,552","2,397",155
17015,"Carroll County, IL",2005,"8,364","7,898",466
17017,"Cass County, IL",2005,"7,598","7,241",357
17019,"Champaign County, IL",2005,"101,124","96,973","4,151"
17021,"Christian County, IL",2005,"16,967","15,989",978
17023,"Clark County, IL",2005,"8,512","8,044",468
17025,"Clay County, IL",2005,"6,859","6,441",418
17027,"Clinton County, IL",2005,"18,508","17,645",863
17029,"Coles County, IL",2005,"26,352","25,120","1,232"
17031,"Cook County, IL",2005,"2,548,067","2,384,929","163,138"
17033,"Crawford County, IL",2005,"9,290","8,748",542
17035,"Cumberland County, IL",2005,"5,519","5,233",286
17037,"DeKalb County, IL",2005,"53,459","50,744","2,715"
17039,"De Witt County, IL",2005,"8,381","7,932",449
17041,"Douglas County, IL",2005,"10,478","9,991",487
17043,"DuPage County, IL",2005,"512,686","488,605","24,081"
17045,"Edgar County, IL",2005,"10,283","9,737",546
17047,"Edwards County, IL",2005,"3,420","3,259",161
17049,"Effingham County, IL",2005,"17,736","16,771",965
17051,"Fayette County, IL",2005,"10,132","9,478",654
17053,"Ford County, IL",2005,"7,262","6,915",347
17055,"Franklin County, IL",2005,"17,537","16,294","1,243"
17057,"Fulton County, IL",2005,"17,566","16,518","1,048"
17059,"Gallatin County, IL",2005,"2,647","2,480",167
17061,"Greene County, IL",2005,"7,243","6,852",391
17063,"Grundy County, IL",2005,"23,302","21,653","1,649"
17065,"Hamilton County, IL",2005,"4,089","3,865",224
17067,"Hancock County, IL",2005,"9,943","9,444",499
17069,"Hardin County, IL",2005,"1,758","1,619",139
17071,"Henderson County, IL",2005,"4,066","3,830",236
17073,"Henry County, IL",2005,"27,308","26,074","1,234"
17075,"Iroquois County, IL",2005,"16,516","15,742",774
17077,"Jackson County, IL",2005,"31,477","30,038","1,439"
17079,"Jasper County, IL",2005,"5,190","4,880",310
17081,"Jefferson County, IL",2005,"20,333","19,290","1,043"
17083,"Jersey County, IL",2005,"11,464","10,853",611
17085,"Jo Daviess County, IL",2005,"12,973","12,431",542
17087,"Johnson County, IL",2005,"5,095","4,786",309
17089,"Kane County, IL",2005,"249,485","235,662","13,823"
17091,"Kankakee County, IL",2005,"52,672","49,324","3,348"
17093,"Kendall County, IL",2005,"44,205","41,985","2,220"
17095,"Knox County, IL",2005,"25,341","23,503","1,838"
17097,"Lake County, IL",2005,"355,521","339,088","16,433"
17099,"LaSalle County, IL",2005,"56,714","53,276","3,438"
17101,"Lawrence County, IL",2005,"8,359","7,929",430
17103,"Lee County, IL",2005,"17,993","17,088",905
17105,"Livingston County, IL",2005,"18,393","17,488",905
17107,"Logan County, IL",2005,"13,311","12,574",737
17109,"McDonough County, IL",2005,"16,500","15,737",763
17111,"McHenry County, IL",2005,"166,361","157,880","8,481"
17113,"McLean County, IL",2005,"87,165","83,611","3,554"
17115,"Macon County, IL",2005,"52,836","49,634","3,202"
17117,"Macoupin County, IL",2005,"24,383","22,987","1,396"
17119,"Madison County, IL",2005,"134,905","127,539","7,366"
17121,"Marion County, IL",2005,"17,961","16,830","1,131"
17123,"Marshall County, IL",2005,"7,115","6,805",310
17125,"Mason County, IL",2005,"7,594","7,094",500
17127,"Massac County, IL",2005,"7,387","6,986",401
17129,"Menard County, IL",2005,"6,982","6,675",307
17131,"Mercer County, IL",2005,"8,911","8,425",486
17133,"Monroe County, IL",2005,"17,252","16,521",731
17135,"Montgomery County, IL",2005,"13,439","12,509",930
17137,"Morgan County, IL",2005,"17,624","16,651",973
17139,"Moultrie County, IL",2005,"8,021","7,696",325
17141,"Ogle County, IL",2005,"26,459","25,055","1,404"
17143,"Peoria County, IL",2005,"92,082","87,555","4,527"
17145,"Perry County, IL",2005,"10,371","9,679",692
17147,"Piatt County, IL",2005,"9,119","8,758",361
17149,"Pike County, IL",2005,"8,700","8,279",421
17151,"Pope County, IL",2005,"1,971","1,848",123
17153,"Pulaski County, IL",2005,"2,931","2,700",231
17155,"Putnam County, IL",2005,"3,127","2,955",172
17157,"Randolph County, IL",2005,"15,119","14,304",815
17159,"Richland County, IL",2005,"7,315","6,905",410
17161,"Rock Island County, IL",2005,"77,924","74,361","3,563"
17163,"St. Clair County, IL",2005,"121,152","113,571","7,581"
17165,"Saline County, IL",2005,"12,399","11,668",731
17167,"Sangamon County, IL",2005,"105,121","100,375","4,746"
17169,"Schuyler County, IL",2005,"4,334","4,130",204
17171,"Scott County, IL",2005,"2,792","2,619",173
17173,"Shelby County, IL",2005,"11,213","10,628",585
17175,"Stark County, IL",2005,"2,833","2,676",157
17177,"Stephenson County, IL",2005,"25,082","23,775","1,307"
17179,"Tazewell County, IL",2005,"69,006","65,851","3,155"
17181,"Union County, IL",2005,"8,260","7,700",560
17183,"Vermilion County, IL",2005,"37,822","35,444","2,378"
17185,"Wabash County, IL",2005,"6,581","6,209",372
17187,"Warren County, IL",2005,"8,833","8,347",486
17189,"Washington County, IL",2005,"8,592","8,216",376
17191,"Wayne County, IL",2005,"8,152","7,745",407
17193,"White County, IL",2005,"7,921","7,534",387
17195,"Whiteside County, IL",2005,"29,808","28,110","1,698"
17197,"Will County, IL",2005,"334,294","314,932","19,362"
17199,"Williamson County, IL",2005,"33,363","31,589","1,774"
17201,"Winnebago County, IL",2005,"140,493","131,577","8,916"
17203,"Woodford County, IL",2005,"20,036","19,287",749
18001,"Adams County, IN",2005,"16,555","15,756",799
18003,"Allen County, IN",2005,"178,905","169,461","9,444"
18005,"Bartholomew County, IN",2005,"37,388","35,576","1,812"
18007,"Benton County, IN",2005,"4,599","4,356",243
18009,"Blackford County, IN",2005,"6,817","6,330",487
18011,"Boone County, IN",2005,"27,178","26,054","1,124"
18013,"Brown County, IN",2005,"8,002","7,548",454
18015,"Carroll County, IN",2005,"10,515","9,967",548
18017,"Cass County, IN",2005,"19,274","18,161","1,113"
18019,"Clark County, IN",2005,"53,370","50,569","2,801"
18021,"Clay County, IN",2005,"13,314","12,379",935
18023,"Clinton County, IN",2005,"17,007","16,042",965
18025,"Crawford County, IN",2005,"5,431","5,014",417
18027,"Daviess County, IN",2005,"14,884","14,269",615
18029,"Dearborn County, IN",2005,"26,428","24,916","1,512"
18031,"Decatur County, IN",2005,"12,695","12,051",644
18033,"DeKalb County, IN",2005,"21,911","20,531","1,380"
18035,"Delaware County, IN",2005,"56,113","52,262","3,851"
18037,"Dubois County, IN",2005,"22,402","21,523",879
18039,"Elkhart County, IN",2005,"101,915","97,189","4,726"
18041,"Fayette County, IN",2005,"11,451","10,526",925
18043,"Floyd County, IN",2005,"37,486","35,528","1,958"
18045,"Fountain County, IN",2005,"8,803","8,324",479
18047,"Franklin County, IN",2005,"12,052","11,278",774
18049,"Fulton County, IN",2005,"10,464","9,900",564
18051,"Gibson County, IN",2005,"17,306","16,447",859
18053,"Grant County, IN",2005,"33,333","30,514","2,819"
18055,"Greene County, IN",2005,"16,736","15,620","1,116"
18057,"Hamilton County, IN",2005,"130,720","126,120","4,600"
18059,"Hancock County, IN",2005,"34,425","32,941","1,484"
18061,"Harrison County, IN",2005,"19,628","18,383","1,245"
18063,"Hendricks County, IN",2005,"69,433","66,604","2,829"
18065,"Henry County, IN",2005,"23,047","21,473","1,574"
18067,"Howard County, IN",2005,"39,174","36,607","2,567"
18069,"Huntington County, IN",2005,"20,622","19,457","1,165"
18071,"Jackson County, IN",2005,"22,193","21,113","1,080"
18073,"Jasper County, IN",2005,"15,224","14,356",868
18075,"Jay County, IN",2005,"11,639","11,010",629
18077,"Jefferson County, IN",2005,"17,393","16,459",934
18079,"Jennings County, IN",2005,"13,989","13,045",944
18081,"Johnson County, IN",2005,"70,047","66,984","3,063"
18083,"Knox County, IN",2005,"19,258","18,266",992
18085,"Kosciusko County, IN",2005,"41,334","39,539","1,795"
18087,"LaGrange County, IN",2005,"17,339","16,482",857
18089,"Lake County, IN",2005,"225,412","211,454","13,958"
18091,"LaPorte County, IN",2005,"53,070","49,849","3,221"
18093,"Lawrence County, IN",2005,"22,448","20,700","1,748"
18095,"Madison County, IN",2005,"63,209","59,035","4,174"
18097,"Marion County, IN",2005,"459,492","433,930","25,562"
18099,"Marshall County, IN",2005,"22,737","21,543","1,194"
18101,"Martin County, IN",2005,"5,161","4,879",282
18103,"Miami County, IN",2005,"17,376","16,291","1,085"
18105,"Monroe County, IN",2005,"66,680","63,451","3,229"
18107,"Montgomery County, IN",2005,"19,879","18,946",933
18109,"Morgan County, IN",2005,"37,206","35,351","1,855"
18111,"Newton County, IN",2005,"7,083","6,700",383
18113,"Noble County, IN",2005,"23,786","22,320","1,466"
18115,"Ohio County, IN",2005,"3,152","2,984",168
18117,"Orange County, IN",2005,"9,313","8,622",691
18119,"Owen County, IN",2005,"11,766","11,026",740
18121,"Parke County, IN",2005,"8,111","7,587",524
18123,"Perry County, IN",2005,"9,730","9,159",571
18125,"Pike County, IN",2005,"6,237","5,889",348
18127,"Porter County, IN",2005,"81,102","77,225","3,877"
18129,"Posey County, IN",2005,"13,870","13,190",680
18131,"Pulaski County, IN",2005,"7,075","6,720",355
18133,"Putnam County, IN",2005,"17,804","16,615","1,189"
18135,"Randolph County, IN",2005,"13,101","12,131",970
18137,"Ripley County, IN",2005,"14,876","14,086",790
18139,"Rush County, IN",2005,"9,556","9,105",451
18141,"St. Joseph County, IN",2005,"134,160","126,995","7,165"
18143,"Scott County, IN",2005,"11,393","10,682",711
18145,"Shelby County, IN",2005,"23,676","22,487","1,189"
18147,"Spencer County, IN",2005,"10,725","10,112",613
18149,"Starke County, IN",2005,"10,636","9,889",747
18151,"Steuben County, IN",2005,"17,012","15,940","1,072"
18153,"Sullivan County, IN",2005,"9,294","8,599",695
18155,"Switzerland County, IN",2005,"5,767","5,493",274
18157,"Tippecanoe County, IN",2005,"79,380","75,524","3,856"
18159,"Tipton County, IN",2005,"8,077","7,613",464
18161,"Union County, IN",2005,"3,874","3,657",217
18163,"Vanderburgh County, IN",2005,"91,447","86,649","4,798"
18165,"Vermillion County, IN",2005,"8,131","7,527",604
18167,"Vigo County, IN",2005,"49,898","46,501","3,397"
18169,"Wabash County, IN",2005,"17,717","16,545","1,172"
18171,"Warren County, IN",2005,"4,779","4,564",215
18173,"Warrick County, IN",2005,"30,602","29,170","1,432"
18175,"Washington County, IN",2005,"14,013","13,144",869
18177,"Wayne County, IN",2005,"33,027","30,676","2,351"
18179,"Wells County, IN",2005,"14,861","14,146",715
18181,"White County, IN",2005,"12,261","11,551",710
18183,"Whitley County, IN",2005,"17,680","16,777",903
19001,"Adair County, IA",2005,"4,400","4,224",176
19003,"Adams County, IA",2005,"1,996","1,892",104
19005,"Allamakee County, IA",2005,"7,996","7,578",418
19007,"Appanoose County, IA",2005,"6,472","6,136",336
19009,"Audubon County, IA",2005,"3,354","3,201",153
19011,"Benton County, IA",2005,"14,432","13,749",683
19013,"Black Hawk County, IA",2005,"71,506","68,402","3,104"
19015,"Boone County, IA",2005,"15,374","14,843",531
19017,"Bremer County, IA",2005,"13,732","13,228",504
19019,"Buchanan County, IA",2005,"11,166","10,656",510
19021,"Buena Vista County, IA",2005,"10,283","9,891",392
19023,"Butler County, IA",2005,"8,106","7,718",388
19025,"Calhoun County, IA",2005,"5,152","4,947",205
19027,"Carroll County, IA",2005,"12,269","11,902",367
19029,"Cass County, IA",2005,"7,628","7,277",351
19031,"Cedar County, IA",2005,"10,582","10,185",397
19033,"Cerro Gordo County, IA",2005,"26,111","24,973","1,138"
19035,"Cherokee County, IA",2005,"6,572","6,266",306
19037,"Chickasaw County, IA",2005,"6,235","5,907",328
19039,"Clarke County, IA",2005,"4,643","4,403",240
19041,"Clay County, IA",2005,"9,490","9,115",375
19043,"Clayton County, IA",2005,"9,496","8,879",617
19045,"Clinton County, IA",2005,"26,826","25,554","1,272"
19047,"Crawford County, IA",2005,"9,173","8,822",351
19049,"Dallas County, IA",2005,"29,439","28,444",995
19051,"Davis County, IA",2005,"4,124","3,904",220
19053,"Decatur County, IA",2005,"4,192","3,988",204
19055,"Delaware County, IA",2005,"10,443","9,984",459
19057,"Des Moines County, IA",2005,"20,863","19,732","1,131"
19059,"Dickinson County, IA",2005,"10,164","9,728",436
19061,"Dubuque County, IA",2005,"50,793","48,597","2,196"
19063,"Emmet County, IA",2005,"5,944","5,682",262
19065,"Fayette County, IA",2005,"11,079","10,524",555
19067,"Floyd County, IA",2005,"8,813","8,370",443
19069,"Franklin County, IA",2005,"5,718","5,451",267
19071,"Fremont County, IA",2005,"3,947","3,790",157
19073,"Greene County, IA",2005,"5,056","4,824",232
19075,"Grundy County, IA",2005,"6,876","6,617",259
19077,"Guthrie County, IA",2005,"6,116","5,861",255
19079,"Hamilton County, IA",2005,"8,671","8,335",336
19081,"Hancock County, IA",2005,"6,332","6,045",287
19083,"Hardin County, IA",2005,"8,944","8,521",423
19085,"Harrison County, IA",2005,"8,066","7,689",377
19087,"Henry County, IA",2005,"10,490","9,971",519
19089,"Howard County, IA",2005,"5,196","4,968",228
19091,"Humboldt County, IA",2005,"5,190","4,999",191
19093,"Ida County, IA",2005,"3,923","3,767",156
19095,"Iowa County, IA",2005,"8,819","8,431",388
19097,"Jackson County, IA",2005,"11,183","10,593",590
19099,"Jasper County, IA",2005,"18,644","17,551","1,093"
19101,"Jefferson County, IA",2005,"8,287","7,903",384
19103,"Johnson County, IA",2005,"73,815","71,497","2,318"
19105,"Jones County, IA",2005,"10,423","9,927",496
19107,"Keokuk County, IA",2005,"5,815","5,539",276
19109,"Kossuth County, IA",2005,"8,883","8,529",354
19111,"Lee County, IA",2005,"17,402","16,262","1,140"
19113,"Linn County, IA",2005,"113,248","108,404","4,844"
19115,"Louisa County, IA",2005,"6,259","5,984",275
19117,"Lucas County, IA",2005,"4,838","4,588",250
19119,"Lyon County, IA",2005,"6,452","6,264",188
19121,"Madison County, IA",2005,"8,141","7,771",370
19123,"Mahaska County, IA",2005,"11,647","11,149",498
19125,"Marion County, IA",2005,"17,599","16,904",695
19127,"Marshall County, IA",2005,"20,482","19,505",977
19129,"Mills County, IA",2005,"8,177","7,845",332
19131,"Mitchell County, IA",2005,"5,347","5,120",227
19133,"Monona County, IA",2005,"4,712","4,443",269
19135,"Monroe County, IA",2005,"3,873","3,678",195
19137,"Montgomery County, IA",2005,"5,853","5,599",254
19139,"Muscatine County, IA",2005,"23,383","22,478",905
19141,"O'Brien County, IA",2005,"7,600","7,312",288
19143,"Osceola County, IA",2005,"3,439","3,303",136
19145,"Page County, IA",2005,"8,118","7,807",311
19147,"Palo Alto County, IA",2005,"5,100","4,898",202
19149,"Plymouth County, IA",2005,"14,087","13,594",493
19151,"Pocahontas County, IA",2005,"3,862","3,702",160
19153,"Polk County, IA",2005,"227,980","218,864","9,116"
19155,"Pottawattamie County, IA",2005,"48,658","46,274","2,384"
19157,"Poweshiek County, IA",2005,"10,271","9,800",471
19159,"Ringgold County, IA",2005,"2,428","2,317",111
19161,"Sac County, IA",2005,"5,757","5,531",226
19163,"Scott County, IA",2005,"88,136","84,230","3,906"
19165,"Shelby County, IA",2005,"7,069","6,807",262
19167,"Sioux County, IA",2005,"18,840","18,293",547
19169,"Story County, IA",2005,"46,922","45,500","1,422"
19171,"Tama County, IA",2005,"8,980","8,482",498
19173,"Taylor County, IA",2005,"3,365","3,237",128
19175,"Union County, IA",2005,"6,339","6,026",313
19177,"Van Buren County, IA",2005,"3,812","3,616",196
19179,"Wapello County, IA",2005,"19,153","18,109","1,044"
19181,"Warren County, IA",2005,"24,600","23,699",901
19183,"Washington County, IA",2005,"12,251","11,792",459
19185,"Wayne County, IA",2005,"3,166","3,020",146
19187,"Webster County, IA",2005,"19,705","18,862",843
19189,"Winnebago County, IA",2005,"5,953","5,682",271
19191,"Winneshiek County, IA",2005,"12,433","11,913",520
19193,"Woodbury County, IA",2005,"53,329","50,751","2,578"
19195,"Worth County, IA",2005,"4,611","4,399",212
19197,"Wright County, IA",2005,"7,153","6,849",304
20001,"Allen County, KS",2005,"7,195","6,810",385
20003,"Anderson County, KS",2005,"4,039","3,800",239
20005,"Atchison County, KS",2005,"8,677","8,202",475
20007,"Barber County, KS",2005,"2,601","2,506",95
20009,"Barton County, KS",2005,"14,792","14,199",593
20011,"Bourbon County, KS",2005,"8,679","8,243",436
20013,"Brown County, KS",2005,"5,601","5,332",269
20015,"Butler County, KS",2005,"32,038","30,277","1,761"
20017,"Chase County, KS",2005,"1,688","1,619",69
20019,"Chautauqua County, KS",2005,"1,965","1,861",104
20021,"Cherokee County, KS",2005,"10,896","10,194",702
20023,"Cheyenne County, KS",2005,"1,539","1,470",69
20025,"Clark County, KS",2005,"1,181","1,140",41
20027,"Clay County, KS",2005,"4,873","4,674",199
20029,"Cloud County, KS",2005,"5,687","5,472",215
20031,"Coffey County, KS",2005,"5,154","4,867",287
20033,"Comanche County, KS",2005,"1,074","1,043",31
20035,"Cowley County, KS",2005,"17,755","16,779",976
20037,"Crawford County, KS",2005,"19,439","18,327","1,112"
20039,"Decatur County, KS",2005,"1,699","1,642",57
20041,"Dickinson County, KS",2005,"10,544","10,071",473
20043,"Doniphan County, KS",2005,"4,436","4,158",278
20045,"Douglas County, KS",2005,"63,186","60,679","2,507"
20047,"Edwards County, KS",2005,"1,787","1,727",60
20049,"Elk County, KS",2005,"1,452","1,372",80
20051,"Ellis County, KS",2005,"16,637","16,076",561
20053,"Ellsworth County, KS",2005,"3,398","3,265",133
20055,"Finney County, KS",2005,"18,059","17,314",745
20057,"Ford County, KS",2005,"16,676","16,078",598
20059,"Franklin County, KS",2005,"13,868","13,081",787
20061,"Geary County, KS",2005,"11,144","10,484",660
20063,"Gove County, KS",2005,"1,517","1,471",46
20065,"Graham County, KS",2005,"1,411","1,361",50
20067,"Grant County, KS",2005,"3,787","3,652",135
20069,"Gray County, KS",2005,"3,155","3,060",95
20071,"Greeley County, KS",2005,742,712,30
20073,"Greenwood County, KS",2005,"3,613","3,422",191
20075,"Hamilton County, KS",2005,"1,246","1,205",41
20077,"Harper County, KS",2005,"3,420","3,295",125
20079,"Harvey County, KS",2005,"18,030","17,222",808
20081,"Haskell County, KS",2005,"2,145","2,079",66
20083,"Hodgeman County, KS",2005,965,927,38
20085,"Jackson County, KS",2005,"7,157","6,744",413
20087,"Jefferson County, KS",2005,"10,146","9,622",524
20089,"Jewell County, KS",2005,"1,974","1,911",63
20091,"Johnson County, KS",2005,"290,970","277,684","13,286"
20093,"Kearny County, KS",2005,"2,018","1,933",85
20095,"Kingman County, KS",2005,"4,332","4,150",182
20097,"Kiowa County, KS",2005,"1,616","1,560",56
20099,"Labette County, KS",2005,"10,444","9,770",674
20101,"Lane County, KS",2005,"1,064","1,026",38
20103,"Leavenworth County, KS",2005,"33,105","31,070","2,035"
20105,"Lincoln County, KS",2005,"1,805","1,728",77
20107,"Linn County, KS",2005,"4,897","4,542",355
20109,"Logan County, KS",2005,"1,553","1,498",55
20111,"Lyon County, KS",2005,"19,509","18,621",888
20113,"McPherson County, KS",2005,"17,084","16,441",643
20115,"Marion County, KS",2005,"6,779","6,496",283
20117,"Marshall County, KS",2005,"5,919","5,699",220
20119,"Meade County, KS",2005,"2,151","2,073",78
20121,"Miami County, KS",2005,"16,335","15,500",835
20123,"Mitchell County, KS",2005,"3,440","3,311",129
20125,"Montgomery County, KS",2005,"16,896","15,910",986
20127,"Morris County, KS",2005,"2,914","2,768",146
20129,"Morton County, KS",2005,"1,708","1,649",59
20131,"Nemaha County, KS",2005,"5,423","5,225",198
20133,"Neosho County, KS",2005,"8,789","8,347",442
20135,"Ness County, KS",2005,"1,701","1,646",55
20137,"Norton County, KS",2005,"2,725","2,626",99
20139,"Osage County, KS",2005,"9,123","8,559",564
20141,"Osborne County, KS",2005,"2,298","2,210",88
20143,"Ottawa County, KS",2005,"3,368","3,215",153
20145,"Pawnee County, KS",2005,"3,866","3,720",146
20147,"Phillips County, KS",2005,"3,079","2,966",113
20149,"Pottawatomie County, KS",2005,"10,813","10,373",440
20151,"Pratt County, KS",2005,"5,493","5,298",195
20153,"Rawlins County, KS",2005,"1,339","1,286",53
20155,"Reno County, KS",2005,"32,566","30,952","1,614"
20157,"Republic County, KS",2005,"2,756","2,644",112
20159,"Rice County, KS",2005,"5,476","5,226",250
20161,"Riley County, KS",2005,"33,993","32,724","1,269"
20163,"Rooks County, KS",2005,"2,673","2,560",113
20165,"Rush County, KS",2005,"1,660","1,593",67
20167,"Russell County, KS",2005,"3,466","3,305",161
20169,"Saline County, KS",2005,"30,355","29,026","1,329"
20171,"Scott County, KS",2005,"2,824","2,729",95
20173,"Sedgwick County, KS",2005,"244,942","231,582","13,360"
20175,"Seward County, KS",2005,"10,454","10,043",411
20177,"Shawnee County, KS",2005,"93,338","88,245","5,093"
20179,"Sheridan County, KS",2005,"1,520","1,477",43
20181,"Sherman County, KS",2005,"3,606","3,483",123
20183,"Smith County, KS",2005,"2,256","2,174",82
20185,"Stafford County, KS",2005,"2,223","2,136",87
20187,"Stanton County, KS",2005,"1,136","1,102",34
20189,"Stevens County, KS",2005,"2,403","2,306",97
20191,"Sumner County, KS",2005,"12,272","11,551",721
20193,"Thomas County, KS",2005,"4,331","4,195",136
20195,"Trego County, KS",2005,"1,722","1,665",57
20197,"Wabaunsee County, KS",2005,"3,775","3,604",171
20199,"Wallace County, KS",2005,928,900,28
20201,"Washington County, KS",2005,"3,410","3,280",130
20203,"Wichita County, KS",2005,"1,305","1,259",46
20205,"Wilson County, KS",2005,"5,397","5,157",240
20207,"Woodson County, KS",2005,"1,683","1,576",107
20209,"Wyandotte County, KS",2005,"73,559","67,194","6,365"
